SurveyID,BiomassKgHa,Lat_DD,Long_DD,Easting,Northing,Habitat,Depth,CensusMethod,MPAage,NTZarea,Management,logGrav_NearMarket,logGrav_NearPop,ECOREGION,REALM,PROVINCE,SST_mean_2yr,SST_max_2yr,SST_sd_2yr,logSST_kurtosis_2yr,SST_skewness_2yr,SSTa_mean_2yr,logDHW_mean_2yr,logDHW_max_2yr,logChlA_mean_2yr,logChlA_max_2yr,PAR_mean_2yr,PAR_sd_2yr,PAR_skewness_2yr,logPAR_kurtosis_2yr,logwave_mean,Year,SpatialBlockFold,DistNearMPA_Km
RG11,3178.383440000009,-22.5962,168.9551,15606743.675246904,-2416712.108981677,Slope,4-10m,Belt transect,0,0,Fished,-1.62547253259386,-9.85975329078572,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.9404794520548,27.9,1.44378585754878,0.600043863113357,0.159872050666622,0.483999989181757,-3.35947718288299,-0.843970092646271,-1.99085606450604,-0.363510999391548,41.3826825177228,17.4664158057589,-0.34527933992877,0.817348501957343,3.64120388750378,2015,3,112.08924666244727
RG12,882.9416799999963,-22.5957,168.9511,15606388.660081655,-2416658.6325248815,Slope,4-10m,Belt transect,0,0,Fished,-1.62547253259386,-9.85975329078572,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.9404794520548,27.9,1.44378585754878,0.600043863113357,0.159872050666622,0.483999989181757,-3.35947718288299,-0.843970092646271,-1.9927474867855,-0.363510999391548,41.3826825177228,17.4664158057589,-0.34527933992877,0.817348501957343,3.64120388750378,2015,3,112.15355097588976
RG13,954.1072485999961,-22.59508,43.24802,3994920.335218202,-2416592.321717835,Slope,>10m,Belt transect,0,0,Fished,1.33149719216928,-3.17134270675974,Western and Northern Madagascar,Western Indo-Pacific,Western Indian Ocean,26.7508082191781,30.62,2.09663013411377,0.461713580816145,0.0313260593397649,0.116657531639076,-2.03832591400219,-0.0512933167392928,-0.785770006034329,0.996094112017289,48.379328250885,11.1290260657117,0.169344900413763,0.388660723544196,3.30200584159236,2008,6,1126.8022831548788
RG14,2674.3689799999875,-22.5937,168.9507,15606409.600673845,-2416444.7266932405,Slope,4-10m,Belt transect,0,0,Fished,-1.62547253259386,-9.85975329078572,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.9404794520548,27.9,1.44378585754878,0.600043863113357,0.159872050666622,0.483999989181757,-3.35947718288299,-0.843970092646271,-1.99153614135451,-0.363510999391548,41.3826825177228,17.4664158057589,-0.34527933992877,0.817348501957343,3.64120388750378,2015,3,112.37590473855242
RG15,269.19505310000056,-22.59022,43.25589,3995683.317099918,-2416072.5305292015,Lagoon/Back reef,4-10m,Belt transect,0,0,Fished,1.33149719216928,-3.17134270675974,Western and Northern Madagascar,Western Indo-Pacific,Western Indian Ocean,26.7361506849315,30.62,2.10165500250486,0.464525575269062,0.0318229444365304,0.112013696126436,-2.02122435018764,-0.0408220168719971,-0.305254264480673,1.36209651751626,47.2808748086294,11.0486006404857,0.23259446096864,0.436666990249116,3.30200584159236,2008,6,1126.2288528556526
RG16,224.61845999999983,-22.5895,168.9589,15607288.609144723,-2415995.524423607,Slope,4-10m,Belt transect,0,0,Fished,-1.62547253259386,-9.85975329078572,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.9404794520548,27.9,1.44378585754878,0.600043863113357,0.159872050666622,0.483999989181757,-3.35947718288299,-0.843970092646271,-1.98861591945237,-0.363510999391548,41.563080628713,17.4639224458994,-0.399600456240547,0.826895367342289,3.64597181300643,2015,3,112.82263863005565
RG17,3138.355799999982,-22.5843,168.9507,15606681.597434552,-2415439.3691892126,Slope,4-10m,Belt transect,0,0,Fished,-1.62547253259386,-9.85975329078572,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.9404794520548,27.9,1.44378585754878,0.600043863113357,0.159872050666622,0.483999989181757,-3.35947718288299,-0.843970092646271,-1.99299238378966,-0.363510999391548,41.3826825177228,17.4664158057589,-0.34527933992877,0.817348501957343,3.63580595606741,2015,3,113.4167765260359
RG18,730.8667539999985,-22.5647,43.25622,3995902.7451070123,-2413343.091338209,Crest,>10m,Belt transect,0,0,Fished,1.33149719216928,-3.17134270675974,Western and Northern Madagascar,Western Indo-Pacific,Western Indian Ocean,26.7361506849315,30.62,2.10165500250486,0.464525575269062,0.0318229444365304,0.112013696126436,-2.02122435018764,-0.0408220168719971,-0.408425934774835,1.2185656494845,46.5288793245951,10.7202874925861,0.22146171718496,0.507547704262213,3.2986220209581,2008,6,1123.4040469958313
RG19,647.7005028000017,-22.54839,43.22086,3992756.79748724,-2411598.6881855796,Slope,>10m,Belt transect,0,0,UnfishedLow,1.33149719216928,-3.17134270675974,Western and Northern Madagascar,Western Indo-Pacific,Western Indian Ocean,26.5414383561644,30.45,2.03007456252005,0.582910674028805,0.235064021805342,-0.103657531929649,-3.98297476375217,-1.23787437835336,-0.953483411050509,1.31865030971704,47.5442804139236,12.6727843002789,0.029041217833283402,0.316159328941572,3.29609729151802,2015,6,1121.7658531514119
RG20,346.0883037000016,-22.51955,43.24389,3995097.2849864345,-2408514.1630333015,Lagoon/Back reef,4-10m,Belt transect,0,0,UnfishedLow,1.27770454638399,-2.82756192960933,Western and Northern Madagascar,Western Indo-Pacific,Western Indian Ocean,26.5414383561644,30.45,2.03007456252005,0.582910674028805,0.235064021805342,-0.103657531929649,-3.98297476375217,-1.23787437835336,-0.748764801188264,2.65746251056087,47.5703490684772,12.6914148509069,-0.00305436691160921,0.319533045569585,3.29522671119359,2015,6,1118.4657878084201
RG21,324.47813730000007,-22.51885,43.24601,3995298.3070511324,-2408439.2959003085,Lagoon/Back reef,>10m,Belt transect,0,0,UnfishedLow,1.27770454638399,-2.82756192960933,Western and Northern Madagascar,Western Indo-Pacific,Western Indian Ocean,26.5414383561644,30.45,2.03007456252005,0.582910674028805,0.235064021805342,-0.103657531929649,-3.98297476375217,-1.23787437835336,-0.748764801188264,2.65746251056087,47.5703490684772,12.6914148509069,-0.00305436691160921,0.319533045569585,3.29522671119359,2015,6,1118.3784924046572
RG22,190.7790203000008,-22.48326,43.23651,3994682.9586809603,-2404632.8358669356,Slope,>10m,Belt transect,0,0,UnfishedLow,0.943003158329867,-0.640725038044758,Western and Northern Madagascar,Western Indo-Pacific,Western Indian Ocean,26.552,30.46,2.02727928254535,0.58355017521962,0.235868155189457,-0.101424655267229,-3.98297476375217,-1.23787437835336,-0.901702019865599,2.0877830145986,47.5721636805041,12.8686225417347,0.0112111858425333,0.308511586719543,3.23690992288977,2015,6,1114.4860806853155
RG23,905.5177600000037,-22.4805,166.471,15380571.878080383,-2404337.6452844404,Lagoon/Back reef,0-4m,Belt transect,33,0.704,UnfishedHighSmallNew,2.22401409092203,-7.55858800808994,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.4324487004104,28.24,1.67583449538622,0.592392585935491,0.127796251242593,0.226429543502517,-0.830880901669686,1.36609163145063,-1.0050873836869,2.52265783311588,47.1977961613582,15.8979559609865,-0.408304695774698,0.444899591701539,-0.323776364494843,2014,3,0.1613239057363524
RG24,1911.1454099999974,-22.4783,166.4617,15379774.99026103,-2404102.348434314,Lagoon/Back reef,4-10m,Belt transect,33,0.704,UnfishedHighSmallNew,2.22401409092203,-7.55858800808994,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.4324487004104,28.24,1.67583449538622,0.592392585935491,0.127796251242593,0.226429543502517,-0.830880901669686,1.36609163145063,-1.01158825293314,2.52265783311588,47.1977961613582,15.8979559609865,-0.408304695774698,0.444899591701539,-0.323776364494843,2014,3,0.25796869013020257
RG25,336.76398000000137,-22.4757,166.471,15380707.92774358,-2403824.270328427,Lagoon/Back reef,0-4m,Belt transect,33,0.704,UnfishedHighSmallNew,2.22401409092203,-7.55858800808994,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.4324487004104,28.24,1.67583449538622,0.592392585935491,0.127796251242593,0.226429543502517,-0.830880901669686,1.36609163145063,-0.994017865246192,2.52265783311588,47.1977961613582,15.8979559609865,-0.408304695774698,0.444899591701539,-0.323776364494843,2014,3,0.025218000193056336
RG26,1561.1417000000063,-22.4748,166.4668,15380345.38320752,-2403728.012519952,Lagoon/Back reef,0-4m,Belt transect,33,0.704,UnfishedHighSmallNew,2.22401409092203,-7.55858800808994,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.4324487004104,28.24,1.67583449538622,0.592392585935491,0.127796251242593,0.226429543502517,-0.830880901669686,1.36609163145063,-0.99235015183936,2.52265783311588,47.1977961613582,15.8979559609865,-0.408304695774698,0.444899591701539,-0.323776364494843,2014,3,0.019415542120738535
RG27,315.8745700000002,-22.47215,167.0459,15433925.446081217,-2403444.5867428207,Lagoon/Back reef,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.46085444309228,-4.36729218302782,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.4801641586867,27.62,1.6942632375816,0.469293043030922,0.114519087771512,0.470205187848508,-1.1193258978732,0.47623415664463,-0.614301568916899,0.467202030316848,42.8693859665482,17.2552622759185,-0.316298001183379,0.614846329291342,-0.173376132232449,2013,3,4.941118797216624
RG28,467.130560000001,-22.45915,167.140883,15443070.951532906,-2402054.1959715122,Flat,0-4m,Belt transect,47,125,UnfishedHighBigOld,1.347732622795,-4.64438126674776,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.6033926128591,27.86,1.71880389532241,0.477418297504849,0.117873408816888,0.550697662109552,-0.336226163664251,1.21194095162337,-0.470141345499177,1.10360334437585,42.7651217425311,17.1350928341879,-0.261399718722142,0.606431114521633,-0.168565737643482,2013,3,1.96942923735065
RG29,330.8965599999993,-22.454526,167.160618,15445025.835939271,-2401559.6446030918,Flat,0-4m,Belt transect,47,125,UnfishedHighBigOld,1.347732622795,-4.64438126674776,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.6740082079343,27.99,1.73178075898562,0.481816208821335,0.118924024507899,0.590478782971401,-0.115041892178613,1.43508450293758,-0.113199251832254,1.10360334437585,42.6793210771349,17.0825741037413,-0.261498255976464,0.587802449393288,-0.168565737643482,2013,3,1.613374144746423
RG30,472.4558199999999,-22.4536,167.176483,15446518.028084112,-2401460.6059814584,Slope,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.32500566211863,-4.69744445299277,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.6740082079343,27.99,1.73178075898562,0.481816208821335,0.118924024507899,0.590478782971401,-0.115041892178613,1.43508450293758,-0.0783788054761288,1.32613340063576,42.5493901217425,16.9465718705124,-0.216065270455071,0.563791827323265,2.83225843882878,2013,3,1.0446500884175733
RG31,989.5490400000028,-22.4474833,167.174933,15446548.66716906,-2400806.4055827535,Lagoon/Back reef,>10m,Belt transect,47,125,UnfishedHighBigOld,1.32500566211863,-4.69744445299277,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.788194254446,28.17,1.74153326258193,0.479295455203023,0.115755688463812,0.628960314259015,-0.0085434315344825491,1.49514874368023,-0.0673335338398422,1.32613340063576,42.5493901217425,16.9465718705124,-0.216065270455071,0.563791827323265,2.83225843882878,2013,3,1.7279139267716792
RG32,422.9409899999984,-22.4411333,167.0996,15439768.430227313,-2400127.252947817,Lagoon/Back reef,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.56894594074199,-4.07873428496934,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.6555540355677,27.88,1.71932817821524,0.47086019615261,0.111913799245263,0.562188769923841,-0.565023844780437,1.07500240067723,-0.255003880673952,0.918870333358031,42.2357740049009,17.1634294697559,-0.183269828898559,0.537001979287517,-0.17117288929022,2013,3,1.5576106071651816
RG33,706.4257600000026,-22.429567,167.172967,15446875.922796717,-2398890.2003216576,Lagoon/Back reef,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.39397630528665,-4.53383454566172,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.788194254446,28.17,1.74153326258193,0.479295455203023,0.115755688463812,0.628960314259015,-0.0085434315344825491,1.49514874368023,-0.0625207048555554,1.32613340063576,42.5493901217425,16.9465718705124,-0.216065270455071,0.563791827323265,2.83225843882878,2013,3,3.5444341627158225
RG34,3035.707519999987,-22.418366,167.098728,15440333.980410593,-2397692.2174911015,Lagoon/Back reef,0-4m,Belt transect,43,125,UnfishedHighBigOld,1.56894594074199,-4.07873428496934,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.6555540355677,27.88,1.71932817821524,0.47086019615261,0.111913799245263,0.562188769923841,-0.565023844780437,1.07500240067723,-0.19790866824438,0.918870333358031,42.8015419288918,16.8761239709988,-0.263897108863119,0.604149215192115,-0.17577229418398,2013,3,2.6584654113404333
RG35,1546.7473699999978,-22.41374,167.14767,15444987.570874551,-2397197.451914592,Lagoon/Back reef,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.39397630528665,-4.53383454566172,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.7210670314637,28.03,1.73072736618122,0.474945648481068,0.113939436949494,0.59934335185671,-0.15510884709041,1.33762916678687,-0.281960753770501,0.921769337768127,42.18767674764,17.0025195671806,-0.194537489550379,0.596894200478986,-0.144476771330898,2013,3,4.4096345580844325
RG36,454.42000999999965,-22.405717,167.071917,15438215.165254878,-2396339.3661840884,Slope,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.80007301871088,-3.35097691985623,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.6555540355677,27.88,1.71932817821524,0.47086019615261,0.111913799245263,0.562188769923841,-0.565023844780437,1.07500240067723,-0.196333050482996,1.2634576409122,42.4559560705114,16.3351761722292,-0.172574304289059,0.570414662899494,-0.200836444283051,2013,3,0.8582932660921908
RG37,722.9225699999969,-22.4057167,167.071917,15438215.173756849,-2396339.3340981184,Slope,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.80007301871088,-3.35097691985623,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.6555540355677,27.88,1.71932817821524,0.47086019615261,0.111913799245263,0.562188769923841,-0.565023844780437,1.07500240067723,-0.196333050482996,1.2634576409122,42.4559560705114,16.3351761722292,-0.172574304289059,0.570414662899494,-0.200836444283051,2013,3,0.8583088093247261
RG38,1634.4050400000021,-22.393824,167.074544,15438794.861782582,-2395067.3712847433,Lagoon/Back reef,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.80007301871088,-3.35097691985623,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.7811354309166,28.08,1.73074303371605,0.468911354277284,0.109248050160278,0.609521190206509,-0.302323422943499,1.23547144903356,-0.203195922697639,1.2634576409122,42.4559560705114,16.3351761722292,-0.172574304289059,0.570414662899494,-0.200836444283051,2013,3,1.715181794849388
RG39,873.7383899999986,-22.393047,167.113641,15442429.695460867,-2394984.268608565,Lagoon/Back reef,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.67813503851269,-3.7572339193541,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.8401641586867,28.2,1.73956354953707,0.473392348821374,0.11225394958413,0.636032817520905,-0.0781444180241028,1.4724720350092,-0.0562946198514139,1.52920507966024,42.21492156276,16.7995117568057,-0.227000835398059,0.586504905954569,-0.17577229418398,2013,3,4.281955938180367
RG40,1044.261769999999,-22.3891,167.166117,15447390.669726385,-2394562.1241116677,Lagoon/Back reef,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.52414002316736,-4.20152618609135,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.9009439124487,28.31,1.74781376108132,0.478024070414106,0.114469907727268,0.657647044123972,0.0729902458862351,1.66770679820633,-0.282763084262499,0.921769337768127,42.18767674764,17.0025195671806,-0.194537489550379,0.596894200478986,2.82209006732712,2013,3,1.1854979863656172
RG41,1003.5205499999953,-22.3807,167.12653,15443970.417967621,-2393663.716690906,Lagoon/Back reef,>10m,Belt transect,47,125,UnfishedHighBigOld,1.67813503851269,-3.7572339193541,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.8401641586867,28.2,1.73956354953707,0.473392348821374,0.11225394958413,0.636032817520905,-0.0781444180241028,1.4724720350092,-0.243957828670615,0.921769337768127,42.18767674764,17.0025195671806,-0.194537489550379,0.596894200478986,-0.144476771330898,2013,3,2.497221076245254
RG42,877.1039199999982,-22.37809,167.15736,15446893.28887103,-2393384.5686487975,Flat,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.52414002316736,-4.20152618609135,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.9009439124487,28.31,1.74781376108132,0.478024070414106,0.114469907727268,0.657647044123972,0.0729902458862351,1.66770679820633,-0.2849141948939,0.921769337768127,42.18767674764,17.0025195671806,-0.194537489550379,0.596894200478986,2.77326511037744,2013,3,0.9954777565781942
RG43,2790.055650000008,-22.364564,167.085323,15440619.088639295,-2391937.9185136734,Lagoon/Back reef,0-4m,Belt transect,43,125,UnfishedHighBigOld,1.91128573124874,-2.92016786957647,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.7811354309166,28.08,1.73074303371605,0.468911354277284,0.109248050160278,0.609521190206509,-0.302323422943499,1.23547144903356,-0.227011327154573,0.877227354975687,42.9694397537797,16.5682399840757,-0.323336935698368,0.679852936541362,-0.13284611492865,2013,3,2.5023163029657347
RG44,739.4058100000016,-22.363755,167.06922,15439153.863300223,-2391851.3932971554,Slope,4-10m,Belt transect,47,125,UnfishedHighBigOld,1.91128573124874,-2.92016786957647,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.7811354309166,28.08,1.73074303371605,0.468911354277284,0.109248050160278,0.609521190206509,-0.302323422943499,1.23547144903356,-0.313513782891279,1.15687581961395,42.364840330901004,16.536288659215,-0.24796906922759,0.63670027962179,-0.151078891653666,2013,3,1.01295090931375
RG45,479.84199000000103,-22.3467,166.4133,15379019.371548401,-2390027.30460287,Lagoon/Back reef,4-10m,Belt transect,33,6.28,UnfishedHighSmallNew,3.73186434620395,-2.19722066122889,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.5228590971272,28.43,1.73927820192194,0.586895835110992,0.121969870737685,0.243036930272216,-0.736047935789986,1.39624466962132,-0.809833782150582,0.86953454951074,47.213481756357,16.0593775713728,-0.564766649749903,0.572801580967269,-0.425784056037051,2014,3,0.26840447961716496
RG46,111.78993829999996,-22.3465,-176.21,-16284383.491646867,-2390005.913938369,Slope,4-10m,Distance sampling,0,0,Fished,-2.5919175666089,-12.3611966322002,Tonga Islands,Central Indo-Pacific,Tropical Southwestern Pacific,25.5825718194254,28.55,1.5053173173784,0.604663293194476,0.0895330454391593,0.991067009311674,-0.226670013625191,1.7833911972058,-2.29553775875186,-1.4930745673256,39.4573425477551,16.9434291320981,-0.185331003013651,0.674993259170543,3.64296695475936,2013,10,172.52257590068874
RG47,1666.2912120000015,-22.342,-176.213,-16284794.825689215,-2389524.6239713086,Slope,4-10m,Distance sampling,0,0,Fished,-2.5919175666089,-12.3611966322002,Tonga Islands,Central Indo-Pacific,Tropical Southwestern Pacific,25.5825718194254,28.55,1.5053173173784,0.604663293194476,0.0895330454391593,0.991067009311674,-0.226670013625191,1.7833911972058,-2.29700699771755,-1.4930745673256,39.4573425477551,16.9434291320981,-0.185331003013651,0.674993259170543,3.64296695475936,2013,10,172.28842875121165
RG48,1498.385349999994,-22.3383,166.4267,15380494.107212657,-2389128.896642451,Lagoon/Back reef,4-10m,Belt transect,33,6.28,UnfishedHighSmallNew,3.73186434620395,-2.19722066122889,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.5228590971272,28.43,1.73927820192194,0.586895835110992,0.121969870737685,0.243036930272216,-0.736047935789986,1.39624466962132,-1.06443010539545,0.86953454951074,47.4266435183012,15.9107025116864,-0.583623235386636,0.572925555868389,-0.730600341539916,2014,3,0.07088785008534597
RG49,1799.8808694999946,-22.336,-176.215,-16285158.398464866,-2388882.9039683104,Slope,4-10m,Distance sampling,0,0,Fished,-2.5919175666089,-12.3611966322002,Tonga Islands,Central Indo-Pacific,Tropical Southwestern Pacific,25.5825718194254,28.55,1.5053173173784,0.604663293194476,0.0895330454391593,0.991067009311674,-0.226670013625191,1.7833911972058,-2.29287615504962,-1.36644278441505,39.4573425477551,16.9434291320981,-0.185331003013651,0.674993259170543,3.64176178065093,2013,10,171.86035855622623
RG50,4337.310660999989,-22.3344,-176.202,-16284004.637057688,-2388711.7786251493,Slope,4-10m,Distance sampling,0,0,Fished,-2.5919175666089,-12.3611966322002,Tonga Islands,Central Indo-Pacific,Tropical Southwestern Pacific,25.5825718194254,28.55,1.5053173173784,0.604663293194476,0.0895330454391593,0.991067009311674,-0.226670013625191,1.7833911972058,-2.28854274101419,-1.4930745673256,40.122282151253,17.0168147010051,-0.272766094085951,0.663426308972616,3.63975903423694,2013,10,170.9516675230192
RG51,1094.4969900000015,-22.3342,166.4062,15378714.90442047,-2388690.3879569876,Lagoon/Back reef,0-4m,Belt transect,33,6.28,UnfishedHighSmallNew,3.73186434620395,-2.19722066122889,New Caledonia,Central Indo-Pacific,Tropical Southwestern Pacific,24.5228590971272,28.43,1.73927820192194,0.586895835110992,0.121969870737685,0.243036930272216,-0.736047935789986,1.39624466962132,-0.808917483035106,0.86953454951074,47.213481756357,16.0593775713728,-0.564766649749903,0.572801580967269,-0.697509524938485,2014,3,0.7951815006964268
RG52,2891.9189509999883,-22.3335,-176.211,-16284863.191152977,-2388615.520617955,Slope,4-10m,Distance sampling,0,0,Fished,-2.5919175666089,-12.3611966322002,Tonga Islands,Central Indo-Pacific,Tropical Southwestern Pacific,25.5825718194254,28.55,1.5053173173784,0.604663293194476,0.0895330454391593,0.991067009311674,-0.226670013625191,1.7833911972058,-2.29128029422907,-1.36644278441505,39.4573425477551,16.9434291320981,-0.185331003013651,0.674993259170543,3.64176178065093,2013,10,171.39799729219465
